"origin","destiny","sex","age","accepted_total","rejected_total","total","predict2015"
"Tunisia","Germany","Males","Less than 14",0,15,15,0.0633
"Turkey","Germany","Males","Less than 14",335,555,890,0.297
"Ukraine","Germany","Males","Less than 14",10,35,45,0.1523
"Unknown","Germany","Males","Less than 14",695,640,1335,0.5033
"Uzbekistan","Germany","Males","Less than 14",0,5,5,0.2975
"Vietnam","Germany","Males","Less than 14",5,205,210,0.1286
"Yemen","Germany","Males","Less than 14",0,5,5,0.5992
"Afghanistan","Greece","Males","Less than 14",40,225,265,0.1565
"Albania","Greece","Males","Less than 14",0,195,195,0.016
"Armenia","Greece","Males","Less than 14",0,15,15,0.0139
"Bangladesh","Greece","Males","Less than 14",5,5,10,0.017
"Côte d'Ivoire","Greece","Males","Less than 14",0,5,5,0.0524
"Cameroon","Greece","Males","Less than 14",0,5,5,0.0489
"China (including Hong Kong)","Greece","Males","Less than 14",0,15,15,0.0526
"Congo","Greece","Males","Less than 14",0,10,10,0.0472
"Dem. Rep. Congo","Greece","Males","Less than 14",0,5,5,0.0452
"Egypt","Greece","Males","Less than 14",0,10,10,0.0489
"Eritrea","Greece","Males","Less than 14",0,25,25,0.406
"Ethiopia","Greece","Males","Less than 14",0,25,25,0.0922
"Georgia","Greece","Males","Less than 14",0,60,60,0.006
"Guinea","Greece","Males","Less than 14",0,10,10,0.0705
"Iran","Greece","Males","Less than 14",5,10,15,0.1703
"Iraq","Greece","Males","Less than 14",25,35,60,0.2277
"Kenya","Greece","Males","Less than 14",0,5,5,0.0236
"Nigeria","Greece","Males","Less than 14",10,25,35,0.0205
"Pakistan","Greece","Males","Less than 14",10,105,115,0.0338
"Philippines","Greece","Males","Less than 14",0,5,5,0
"Senegal","Greece","Males","Less than 14",0,5,5,0.0353
"Somalia","Greece","Males","Less than 14",10,20,30,0.2853
"Sri Lanka","Greece","Males","Less than 14",0,5,5,0.0798
"Stateless","Greece","Males","Less than 14",0,5,5,0.3008
"Sudan","Greece","Males","Less than 14",10,30,40,0.1542
"Syria","Greece","Males","Less than 14",75,75,150,0.5664
"Tanzania","Greece","Males","Less than 14",0,5,5,0.0186
"Turkey","Greece","Males","Less than 14",5,0,5,0.0343
"Ukraine","Greece","Males","Less than 14",5,5,10,0.0149
"Uzbekistan","Greece","Males","Less than 14",5,0,5,0.0343
"Afghanistan","Hungary","Males","Less than 14",80,105,185,0.5347
"Iraq","Hungary","Males","Less than 14",10,10,20,0.6462
"Kosovo","Hungary","Males","Less than 14",5,1045,1050,0.0598
"Lebanon","Hungary","Males","Less than 14",5,0,5,0.0956
"Palestine","Hungary","Males","Less than 14",5,0,5,0.6852
"Serbia","Hungary","Males","Less than 14",0,55,55,0.0269
"Syria","Hungary","Males","Less than 14",30,20,50,0.89
"Unknown","Hungary","Males","Less than 14",60,25,85,0.3452
"Afghanistan","Ireland","Males","Less than 14",0,5,5,0.3557
"Albania","Ireland","Males","Less than 14",0,25,25,0.046
"Algeria","Ireland","Males","Less than 14",0,20,20,0.0258
"Angola","Ireland","Males","Less than 14",0,10,10,0.0887
"Armenia","Ireland","Males","Less than 14",0,5,5,0.0404
"Bangladesh","Ireland","Males","Less than 14",0,5,5,0.0488
"Belarus","Ireland","Males","Less than 14",0,5,5,0.0928
"Bolivia","Ireland","Males","Less than 14",0,5,5,0.0391
"Cameroon","Ireland","Males","Less than 14",0,25,25,0.1328
"China (including Hong Kong)","Ireland","Males","Less than 14",0,5,5,0.1418
"Croatia","Ireland","Males","Less than 14",0,10,10,0.013
"Dem. Rep. Congo","Ireland","Males","Less than 14",5,105,110,0.1235
"Eritrea","Ireland","Males","Less than 14",0,5,5,0.6704
"Georgia","Ireland","Males","Less than 14",0,25,25,0.0176
"Ghana","Ireland","Males","Less than 14",0,45,45,0.0882
"Iran","Ireland","Males","Less than 14",0,5,5,0.3792
"Iraq","Ireland","Males","Less than 14",30,30,60,0.4674
"Kenya","Ireland","Males","Less than 14",0,5,5,0.0672
"Kosovo","Ireland","Males","Less than 14",0,5,5,0.0296
"Liberia","Ireland","Males","Less than 14",0,5,5,0.0836
"Malawi","Ireland","Males","Less than 14",0,20,20,0.0917
"Mauritius","Ireland","Males","Less than 14",0,20,20,0.0243
"Moldova","Ireland","Males","Less than 14",0,40,40,0.0157
"Nigeria","Ireland","Males","Less than 14",0,480,480,0.0586
"Pakistan","Ireland","Males","Less than 14",10,120,130,0.0944
"Palestine","Ireland","Males","Less than 14",5,10,15,0.5111
"Russia","Ireland","Males","Less than 14",0,10,10,0.1046
"Rwanda","Ireland","Males","Less than 14",0,10,10,0.2742
"Serbia","Ireland","Males","Less than 14",0,5,5,0.0131
"Sierra Leone","Ireland","Males","Less than 14",0,15,15,0.1624
"Somalia","Ireland","Males","Less than 14",0,30,30,0.5429
"South Africa","Ireland","Males","Less than 14",0,55,55,0.0579
"Sudan","Ireland","Males","Less than 14",5,25,30,0.3518
"Swaziland","Ireland","Males","Less than 14",0,5,5,0.2995
"Syria","Ireland","Males","Less than 14",5,0,5,0.7954
"Togo","Ireland","Males","Less than 14",0,5,5,0.1085
"Uganda","Ireland","Males","Less than 14",5,10,15,0.2934
"Ukraine","Ireland","Males","Less than 14",0,10,10,0.043
"Zimbabwe","Ireland","Males","Less than 14",0,75,75,0.2697
"Afghanistan","Italy","Males","Less than 14",105,45,150,0.9415
"Albania","Italy","Males","Less than 14",25,25,50,0.5846
"Algeria","Italy","Males","Less than 14",5,0,5,0.4357
"Armenia","Italy","Males","Less than 14",30,10,40,0.5511
"Azerbaijan","Italy","Males","Less than 14",5,0,5,0.7645
"Bahrain","Italy","Males","Less than 14",5,0,5,0.976
"Bangladesh","Italy","Males","Less than 14",10,10,20,0.5996
"Benin","Italy","Males","Less than 14",5,0,5,0.6433
"Bosnia and Herzegovina","Italy","Males","Less than 14",140,395,535,0.3212
"Burkina Faso","Italy","Males","Less than 14",5,0,5,0.7362
"Côte d'Ivoire","Italy","Males","Less than 14",30,15,45,0.8276
"Cameroon","Italy","Males","Less than 14",0,5,5,0.8171
"Chad","Italy","Males","Less than 14",35,10,45,0.8493
"China (including Hong Kong)","Italy","Males","Less than 14",0,5,5,0.8282
"Colombia","Italy","Males","Less than 14",5,10,15,0.7193
"Congo","Italy","Males","Less than 14",20,5,25,0.8112
"Croatia","Italy","Males","Less than 14",10,20,30,0.2782
"Dem. Rep. Congo","Italy","Males","Less than 14",15,0,15,0.8044
"Egypt","Italy","Males","Less than 14",220,35,255,0.817
"El Salvador","Italy","Males","Less than 14",10,0,10,0.6856
"Eritrea","Italy","Males","Less than 14",95,15,110,0.9834
"Ethiopia","Italy","Males","Less than 14",10,0,10,0.8981
"Georgia","Italy","Males","Less than 14",10,15,25,0.3435
"Ghana","Italy","Males","Less than 14",55,45,100,0.7383
"Haiti","Italy","Males","Less than 14",5,0,5,0.6701
"Honduras","Italy","Males","Less than 14",0,5,5,0.6671
"Iran","Italy","Males","Less than 14",75,20,95,0.9469
"Iraq","Italy","Males","Less than 14",60,20,80,0.9624
"Italy","Italy","Males","Less than 14",0,5,5,0
"Kosovo","Italy","Males","Less than 14",40,45,85,0.471
"Lebanon","Italy","Males","Less than 14",30,5,35,0.5969
"Libya","Italy","Males","Less than 14",55,10,65,0.8623
"Macedonia","Italy","Males","Less than 14",10,30,40,0.0691
"Mali","Italy","Males","Less than 14",5,10,15,0.8737
"Montenegro","Italy","Males","Less than 14",5,65,70,0.1491
"Morocco","Italy","Males","Less than 14",30,30,60,0.5196
"Niger","Italy","Males","Less than 14",5,5,10,0.8061
"Nigeria","Italy","Males","Less than 14",295,185,480,0.6449
"Pakistan","Italy","Males","Less than 14",75,35,110,0.7526
"Palestine","Italy","Males","Less than 14",30,15,45,0.9683
